1.959000000000000000e+03,3.154200000000000159e+02
1.959083000000000084e+03,3.163100000000000023e+02
1.959166999999999916e+03,3.165000000000000000e+02
1.959250000000000000e+03,3.175600000000000023e+02
1.959333000000000084e+03,3.181299999999999955e+02
1.959416999999999916e+03,3.180000000000000000e+02
1.959500000000000000e+03,3.163899999999999864e+02
1.959583000000000084e+03,3.146499999999999773e+02
1.959666999999999916e+03,3.136800000000000068e+02
1.959750000000000000e+03,3.131800000000000068e+02
1.959833000000000084e+03,3.146600000000000250e+02
1.959916999999999916e+03,3.154300000000000068e+02
1.960000000000000000e+03,3.162699999999999818e+02
1.960083000000000084e+03,3.168100000000000023e+02
1.960166999999999916e+03,3.174200000000000159e+02
1.960250000000000000e+03,3.188700000000000045e+02
1.960333000000000084e+03,3.198700000000000045e+02
1.960416999999999916e+03,3.194300000000000068e+02
1.960500000000000000e+03,3.180099999999999909e+02
1.960583000000000084e+03,3.157400000000000091e+02
1.960666999999999916e+03,3.140000000000000000e+02
1.960750000000000000e+03,3.136800000000000068e+02
1.960833000000000084e+03,3.148399999999999750e+02
1.960916999999999916e+03,3.160299999999999727e+02
1.961000000000000000e+03,3.167300000000000182e+02
1.961083000000000084e+03,3.175400000000000205e+02
1.961166999999999916e+03,3.183799999999999955e+02
1.961250000000000000e+03,3.193100000000000023e+02
1.961333000000000084e+03,3.204200000000000159e+02
1.961416999999999916e+03,3.196100000000000136e+02
1.961500000000000000e+03,3.184200000000000159e+02
1.961583000000000084e+03,3.166299999999999955e+02
1.961666999999999916e+03,3.148299999999999841e+02
1.961750000000000000e+03,3.151600000000000250e+02
1.961833000000000084e+03,3.159399999999999977e+02
1.961916999999999916e+03,3.168500000000000227e+02
1.962000000000000000e+03,3.177799999999999727e+02
1.962083000000000084e+03,3.183999999999999773e+02
1.962166999999999916e+03,3.195299999999999727e+02
1.962250000000000000e+03,3.204200000000000159e+02
1.962333000000000084e+03,3.208500000000000227e+02
1.962416999999999916e+03,3.204499999999999886e+02
1.962500000000000000e+03,3.194499999999999886e+02
1.962583000000000084e+03,3.172500000000000000e+02
1.962666999999999916e+03,3.161100000000000136e+02
1.962750000000000000e+03,3.152699999999999818e+02
1.962833000000000084e+03,3.165299999999999727e+02
1.962916999999999916e+03,3.175299999999999727e+02
1.963000000000000000e+03,3.185799999999999841e+02
1.963083000000000084e+03,3.189200000000000159e+02
1.963166999999999916e+03,3.196999999999999886e+02
1.963250000000000000e+03,3.212200000000000273e+02
1.963333000000000084e+03,3.220799999999999841e+02
1.963416999999999916e+03,3.213100000000000023e+02
1.963500000000000000e+03,3.195799999999999841e+02
1.963583000000000084e+03,3.176100000000000136e+02
1.963666999999999916e+03,3.160500000000000114e+02
1.963750000000000000e+03,3.158299999999999841e+02
1.963833000000000084e+03,3.169100000000000250e+02
1.963916999999999916e+03,3.181999999999999886e+02
1.964000000000000000e+03,3.194100000000000250e+02
1.964083000000000084e+03,3.200699999999999932e+02
1.964166999999999916e+03,3.207400000000000091e+02
1.964250000000000000e+03,3.213999999999999773e+02
1.964333000000000084e+03,3.220600000000000023e+02
